-1.000000000000000000e+00 1.000000000000000000e+02 1.193217997742949319e-09 9.361689132903081570e-10 2.190052761765843698e-08 1.427735474655054847e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.026741977250277529e+02 1.093202809437137523e-09 8.569454081540480781e-10 2.019636971417167322e-08 1.313363676654984045e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.054199087847809437e+02 1.001570354577339571e-09 7.844259565883689855e-10 1.862480235215028119e-08 1.208153179023731156e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.082390455872298816e+02 9.176180811601920598e-10 7.180432691734449656e-10 1.717551071439375887e-08 1.111370206880228643e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.111335716819153276e+02 8.407023139539643297e-10 6.572780581070995015e-10 1.583898231843386527e-08 1.022339752767803002e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.141055031275751901e+02 7.704925075157570119e-10 6.017182194924281184e-10 1.460647419106451959e-08 9.401743329192945508e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.171569098963442741e+02 7.062809264873810153e-10 5.508875665240947093e-10 1.346987871504798556e-08 8.644724951253072574e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.202899173155051216e+02 6.474203325620690547e-10 5.043506623175870551e-10 1.242171761321755835e-08 7.948654013036627307e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.235067075477941216e+02 5.934648337478937771e-10 4.617448246370157634e-10 1.145511086073950470e-08 7.308624186912759076e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.268095211112939182e+02 5.440056916006479391e-10 4.227380046286895678e-10 1.056371362728963224e-08 6.720124066637274533e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.302006584399707094e+02 4.986682256200622886e-10 3.870261995441998405e-10 9.741674649102135315e-09 6.179005382606213509e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.336824814859436970e+02 4.571089755538310454e-10 3.543310839730773760e-10 8.983597838513599216e-09 5.681453774998879195e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.372574153646014565e+02 4.190131001233993614e-10 3.243978411315618615e-10 8.284506879244672972e-09 5.223961918984223131e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.409279500437135084e+02 3.840919924752450677e-10 2.969931773123462868e-10 7.639812575236137216e-09 4.803304812724759688e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.446966420777107487e+02 3.521746583981121780e-10 2.718918483196116913e-10 7.044401386854371905e-09 4.414588220363456631e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.485661163883444260e+02 3.229176817984270458e-10 2.489108891420872041e-10 6.495311251407394424e-09 4.057154474536825567e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.525390680929636176e+02 2.960911048046973518e-10 2.278722199389794543e-10 5.989016847314965417e-09 3.728656379184178055e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.566182643816841846e+02 2.714930431446900610e-10 2.086116931858442246e-10 5.522183037669861526e-09 3.426751836917238796e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.608065464447571458e+02 2.489383814045773830e-10 1.909790330473756840e-10 5.091734571272300193e-09 3.149288295311723783e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.651068314514785129e+02 2.282573802558591726e-10 1.748366631834435925e-10 4.694835833529862701e-09 2.894287409332635833e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.695221145820193556e+02 2.092943993554784335e-10 1.600586336029907497e-10 4.328872174905925198e-09 2.659930944668048188e-09 0.000000000000000000e+00 0.000000000000000000e+00
