-1.000000000000000000e+00 1.000000000000000000e+02 1.195464195592702722e-09 9.364099925434259413e-10 2.196784534045969726e-08 1.429021429443518518e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.026741977250277529e+02 1.095172042378934676e-09 8.571332234977419977e-10 2.025701206059830987e-08 1.314476079412203911e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.054199087847809437e+02 1.003293386729485603e-09 7.845677622319449063e-10 1.867940299706482648e-08 1.209111483919411772e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.082390455872298816e+02 9.191224554868761337e-10 7.181454758661701342e-10 1.722464494407565523e-08 1.112191872798804231e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.111335716819153276e+02 8.420126769444457065e-10 6.573463237028536997e-10 1.588317229563540897e-08 1.023040437521401551e-08 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.141055031275751901e+02 7.716365421489382294e-10 6.017579841036603850e-10 1.464620679370745576e-08 9.407660203833239145e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.171569098963442741e+02 7.072802751274963946e-10 5.509033695016986949e-10 1.350558851133591620e-08 8.649670278648319856e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.202899173155051216e+02 6.482912265552490847e-10 5.043462436988310856e-10 1.245379153913055139e-08 7.952745037080710145e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.235067075477941216e+02 5.942217987800433198e-10 4.617234656201058850e-10 1.148389987730213420e-08 7.311965637062913614e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.268095211112939182e+02 5.446617196946711639e-10 4.227025782333356309e-10 1.058953598546560468e-08 6.722809407741806366e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.302006584399707094e+02 4.992349302748178148e-10 3.869792160016816105e-10 9.764818863690900658e-09 6.181117945020766885e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.336824814859436970e+02 4.575967316432167899e-10 3.542747313735516424e-10 9.004325396624178570e-09 5.683067776132841235e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.372574153646014565e+02 4.194311700210370216e-10 3.243340218048987134e-10 8.303054706699088489e-09 5.225143386403344267e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.409279500437135084e+02 3.844486397315916183e-10 2.969235403722482284e-10 7.656395282223669744e-09 4.804112418011720328e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.446966420777107487e+02 3.524805619648343374e-10 2.718180639105912546e-10 7.059227738790663285e-09 4.415057190002647336e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.485661163883444260e+02 3.231791284088490909e-10 2.488341643037500347e-10 6.508556278636867649e-09 4.057332304983819850e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.525390680929636176e+02 2.963133927737658661e-10 2.277935668725158483e-10 6.000837637286482766e-09 3.728586628971189900e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.566182643816841846e+02 2.716808953608227930e-10 2.085319749925880083e-10 5.532721745182723904e-09 3.426472960287312924e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.608065464447571458e+02 2.490960045327149563e-10 1.908989816185380624e-10 5.101119796028263128e-09 3.148834179987702080e-09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.651068314514785129e+02 2.283885180616020110e-10 1.747568951378400301e-10 4.703183873338493052e-09 2.893687860921942985e-09 0.000000000000000000e+00 0.000000000000000000e+00
